TIME	INTERVALO	Supervisão SP TQ2
1067.000	1.000	30.000000
1068.000	1.000	30.000000
1069.000	1.000	30.000000
1070.000	1.000	30.000000
1071.000	1.000	30.000000
1072.000	1.000	30.000000
1073.000	1.000	30.000000
1074.000	1.000	30.000000
1075.000	1.000	30.000000
1076.000	1.000	30.000000
1077.000	1.000	30.000000
1078.000	1.000	30.000000
1079.000	1.000	30.000000
1080.000	1.000	30.000000
1081.000	1.000	30.000000
1082.000	1.000	30.000000
1083.000	1.000	30.000000
1084.000	1.000	30.000000
1085.000	1.000	30.000000
1086.000	1.000	30.000000
1087.000	1.000	30.000000
1088.000	1.000	30.000000
1089.000	1.000	30.000000
1090.000	1.000	30.000000
1091.000	1.000	30.000000
1092.000	1.000	30.000000
1093.000	1.000	30.000000
1094.000	1.000	30.000000
1095.000	1.000	30.000000
1096.000	1.000	30.000000
1097.000	1.000	30.000000
1098.000	1.000	30.000000
1099.000	1.000	30.000000
1100.000	1.000	30.000000
1101.000	1.000	30.000000
1102.000	1.000	30.000000
1103.000	1.000	30.000000
1104.000	1.000	30.000000
1105.000	1.000	30.000000
1106.000	1.000	30.000000
1107.000	1.000	30.000000
1108.000	1.000	30.000000
1109.000	1.000	30.000000
1110.000	1.000	30.000000
1111.000	1.000	30.000000
1112.000	1.000	30.000000
1113.000	1.000	30.000000
1114.000	1.000	30.000000
1115.000	1.000	30.000000
1116.000	1.000	30.000000
1117.000	1.000	30.000000
1118.000	1.000	30.000000
1119.000	1.000	30.000000
1120.000	1.000	30.000000
1121.000	1.000	30.000000
1122.000	1.000	30.000000
1123.000	1.000	30.000000
1124.000	1.000	30.000000
1125.000	1.000	30.000000
1126.000	1.000	30.000000
1127.000	1.000	30.000000
1128.000	1.000	30.000000
1129.000	1.000	30.000000
1130.000	1.000	30.000000
1131.000	1.000	30.000000
1132.000	1.000	30.000000
1133.000	1.000	30.000000
1134.000	1.000	30.000000
1135.000	1.000	30.000000
1136.000	1.000	30.000000
1137.000	1.000	30.000000
1138.000	1.000	30.000000
1139.000	1.000	30.000000
1140.000	1.000	30.000000
1141.000	1.000	30.000000
1142.000	1.000	30.000000
1143.000	1.000	30.000000
1144.000	1.000	30.000000
1145.000	1.000	30.000000
1146.000	1.000	30.000000
1147.000	1.000	30.000000
1148.000	1.000	30.000000
1149.000	1.000	30.000000
1150.000	1.000	30.000000
1151.000	1.000	30.000000
1152.000	1.000	30.000000
1153.000	1.000	30.000000
1154.000	1.000	30.000000
1155.000	1.000	30.000000
1156.000	1.000	30.000000
1157.000	1.000	30.000000
1158.000	1.000	30.000000
1159.000	1.000	30.000000
1160.000	1.000	30.000000
1161.000	1.000	30.000000
1162.000	1.000	30.000000
1163.000	1.000	30.000000
1164.000	1.000	30.000000
1165.000	1.000	30.000000
1166.000	1.000	30.000000
1167.000	1.000	30.000000
1168.000	1.000	30.000000
1169.000	1.000	30.000000
1170.000	1.000	30.000000
1171.000	1.000	30.000000
1172.000	1.000	30.000000
1173.000	1.000	30.000000
1174.000	1.000	30.000000
1175.000	1.000	30.000000
1176.000	1.000	30.000000
1177.000	1.000	30.000000
1178.000	1.000	30.000000
1179.000	1.000	30.000000
1180.000	1.000	30.000000
1181.000	1.000	30.000000
1182.000	1.000	30.000000
1183.000	1.000	30.000000
1184.000	1.000	30.000000
1185.000	1.000	30.000000
1186.000	1.000	30.000000
1187.000	1.000	30.000000
1188.000	1.000	30.000000
1189.000	1.000	30.000000
1190.000	1.000	30.000000
1191.000	1.000	30.000000
1192.000	1.000	30.000000
1193.000	1.000	30.000000
1194.000	1.000	30.000000
1195.000	1.000	30.000000
1196.000	1.000	30.000000
1197.000	1.000	30.000000
1198.000	1.000	30.000000
1199.000	1.000	30.000000
1200.000	1.000	30.000000
1201.000	1.000	30.000000
1202.000	1.000	30.000000
1203.000	1.000	30.000000
1204.000	1.000	30.000000
1205.000	1.000	30.000000
1206.000	1.000	30.000000
1207.000	1.000	30.000000
1208.000	1.000	30.000000
1209.000	1.000	30.000000
1210.000	1.000	30.000000
1211.000	1.000	30.000000
1212.000	1.000	30.000000
1213.000	1.000	30.000000
1214.000	1.000	30.000000
1215.000	1.000	30.000000
1216.000	1.000	30.000000
1217.000	1.000	30.000000
1218.000	1.000	30.000000
1219.000	1.000	30.000000
1220.000	1.000	30.000000
1221.000	1.000	30.000000
1222.000	1.000	30.000000
1223.000	1.000	30.000000
1224.000	1.000	30.000000
1225.000	1.000	30.000000
1226.000	1.000	30.000000
1227.000	1.000	30.000000
1228.000	1.000	30.000000
1229.000	1.000	30.000000
1230.000	1.000	30.000000
1231.000	1.000	30.000000
1232.000	1.000	30.000000
1233.000	1.000	30.000000
1234.000	1.000	30.000000
1235.000	1.000	30.000000
1236.000	1.000	30.000000
1237.000	1.000	30.000000
1238.000	1.000	30.000000
1239.000	1.000	30.000000
1240.000	1.000	30.000000
1241.000	1.000	30.000000
1242.000	1.000	30.000000
1243.000	1.000	30.000000
1244.000	1.000	30.000000
1245.000	1.000	30.000000
1246.000	1.000	30.000000
1247.000	1.000	30.000000
1248.000	1.000	30.000000
1249.000	1.000	30.000000
1250.000	1.000	30.000000
1251.000	1.000	30.000000
1252.000	1.000	30.000000
1253.000	1.000	30.000000
1254.000	1.000	30.000000
1255.000	1.000	30.000000
1256.000	1.000	30.000000
1257.000	1.000	30.000000
1258.000	1.000	30.000000
1259.000	1.000	30.000000
1260.000	1.000	30.000000
1261.000	1.000	30.000000
1262.000	1.000	30.000000
1263.000	1.000	30.000000
1264.000	1.000	30.000000
1265.000	1.000	30.000000
1266.000	1.000	30.000000
1267.000	1.000	30.000000
1268.000	1.000	30.000000
1269.000	1.000	30.000000
1270.000	1.000	30.000000
1271.000	1.000	30.000000
1272.000	1.000	30.000000
1273.000	1.000	30.000000
1274.000	1.000	30.000000
1275.000	1.000	30.000000
1276.000	1.000	30.000000
1277.000	1.000	30.000000
1278.000	1.000	30.000000
1279.000	1.000	30.000000
1280.000	1.000	30.000000
1281.000	1.000	30.000000
1282.000	1.000	30.000000
1283.000	1.000	30.000000
1284.000	1.000	30.000000
1285.000	1.000	30.000000
1286.000	1.000	30.000000
1287.000	1.000	30.000000
1288.000	1.000	30.000000
1289.000	1.000	30.000000
1290.000	1.000	30.000000
1291.000	1.000	30.000000
1292.000	1.000	30.000000
1293.000	1.000	30.000000
1294.000	1.000	30.000000
1295.000	1.000	30.000000
1296.000	1.000	30.000000
1297.000	1.000	30.000000
1298.000	1.000	30.000000
1299.000	1.000	30.000000
1300.000	1.000	30.000000
1301.000	1.000	30.000000
1302.000	1.000	30.000000
1303.000	1.000	30.000000
1304.000	1.000	30.000000
1305.000	1.000	30.000000
1306.000	1.000	30.000000
1307.000	1.000	30.000000
1308.000	1.000	30.000000
1309.000	1.000	30.000000
1310.000	1.000	30.000000
1311.000	1.000	30.000000
1312.000	1.000	30.000000
1313.000	1.000	30.000000
1314.000	1.000	30.000000
1315.000	1.000	30.000000
1316.000	1.000	30.000000
1317.000	1.000	30.000000
1318.000	1.000	30.000000
1319.000	1.000	30.000000
1320.000	1.000	30.000000
1321.000	1.000	30.000000
1322.000	1.000	30.000000
1323.000	1.000	30.000000
1324.000	1.000	30.000000
1325.000	1.000	30.000000
1326.000	1.000	30.000000
1327.000	1.000	30.000000
1328.000	1.000	30.000000
1329.000	1.000	30.000000
1330.000	1.000	30.000000
1331.000	1.000	30.000000
1332.000	1.000	30.000000
1333.000	1.000	30.000000
1334.000	1.000	30.000000
1335.000	1.000	30.000000
1336.000	1.000	30.000000
1337.000	1.000	30.000000
1338.000	1.000	30.000000
1339.000	1.000	30.000000
1340.000	1.000	30.000000
1341.000	1.000	30.000000
1342.000	1.000	30.000000
1343.000	1.000	30.000000
1344.000	1.000	30.000000
1345.000	1.000	30.000000
1346.000	1.000	30.000000
1347.000	1.000	30.000000
1348.000	1.000	30.000000
1349.000	1.000	30.000000
1350.000	1.000	30.000000
1351.000	1.000	30.000000
1352.000	1.000	30.000000
1353.000	1.000	30.000000
1354.000	1.000	30.000000
1355.000	1.000	30.000000
1356.000	1.000	30.000000
1357.000	1.000	30.000000
1358.000	1.000	30.000000
1359.000	1.000	30.000000
1360.000	1.000	30.000000
1361.000	1.000	30.000000
1362.000	1.000	30.000000
1363.000	1.000	30.000000
1364.000	1.000	30.000000
1365.000	1.000	30.000000
1366.000	1.000	30.000000
1367.000	1.000	30.000000
1368.000	1.000	30.000000
1369.000	1.000	30.000000
1370.000	1.000	30.000000
1371.000	1.000	30.000000
1372.000	1.000	30.000000
1373.000	1.000	30.000000
1374.000	1.000	30.000000
1375.000	1.000	30.000000
1376.000	1.000	30.000000
1377.000	1.000	30.000000
1378.000	1.000	30.000000
1379.000	1.000	30.000000
1380.000	1.000	30.000000
1381.000	1.000	30.000000
1382.000	1.000	30.000000
1383.000	1.000	30.000000
1384.000	1.000	30.000000
1385.000	1.000	30.000000
1386.000	1.000	30.000000
1387.000	1.000	30.000000
1388.000	1.000	30.000000
1389.000	1.000	30.000000
1390.000	1.000	30.000000
1391.000	1.000	30.000000
1392.000	1.000	30.000000
1393.000	1.000	30.000000
1394.000	1.000	30.000000
1395.000	1.000	30.000000
1396.000	1.000	30.000000
1397.000	1.000	30.000000
1398.000	1.000	30.000000
1399.000	1.000	30.000000
1400.000	1.000	30.000000
1401.000	1.000	30.000000
1402.000	1.000	30.000000
1403.000	1.000	30.000000
1404.000	1.000	30.000000
1405.000	1.000	30.000000
1406.000	1.000	30.000000
1407.000	1.000	30.000000
1408.000	1.000	30.000000
1409.000	1.000	30.000000
1410.000	1.000	30.000000
1411.000	1.000	30.000000
1412.000	1.000	30.000000
1413.000	1.000	30.000000
1414.000	1.000	30.000000
1415.000	1.000	30.000000
1416.000	1.000	30.000000
1417.000	1.000	30.000000
1418.000	1.000	30.000000
1419.000	1.000	30.000000
1420.000	1.000	30.000000
1421.000	1.000	30.000000
1422.000	1.000	30.000000
1423.000	1.000	30.000000
1424.000	1.000	30.000000
1425.000	1.000	30.000000
1426.000	1.000	30.000000
1427.000	1.000	30.000000
1428.000	1.000	30.000000
1429.000	1.000	30.000000
1430.000	1.000	30.000000
1431.000	1.000	30.000000
1432.000	1.000	30.000000
1433.000	1.000	30.000000
1434.000	1.000	30.000000
1435.000	1.000	30.000000
1436.000	1.000	30.000000
1437.000	1.000	30.000000
1438.000	1.000	30.000000
1439.000	1.000	30.000000
1440.000	1.000	30.000000
1441.000	1.000	30.000000
1442.000	1.000	30.000000
1443.000	1.000	30.000000
1444.000	1.000	30.000000
1445.000	1.000	30.000000
1446.000	1.000	30.000000
1447.000	1.000	30.000000
1448.000	1.000	30.000000
1449.000	1.000	30.000000
1450.000	1.000	30.000000
1451.000	1.000	30.000000
1452.000	1.000	30.000000
1453.000	1.000	30.000000
1454.000	1.000	30.000000
1455.000	1.000	30.000000
1456.000	1.000	30.000000
1457.000	1.000	30.000000
1458.000	1.000	30.000000
1459.000	1.000	30.000000
1460.000	1.000	30.000000
1461.000	1.000	30.000000
1462.000	1.000	30.000000
1463.000	1.000	30.000000
1464.000	1.000	30.000000
1465.000	1.000	30.000000
1466.000	1.000	30.000000
1467.000	1.000	30.000000
1468.000	1.000	30.000000
1469.000	1.000	30.000000
1470.000	1.000	30.000000
1471.000	1.000	30.000000
1472.000	1.000	30.000000
1473.000	1.000	30.000000
1474.000	1.000	30.000000
1475.000	1.000	30.000000
1476.000	1.000	30.000000
1477.000	1.000	30.000000
1478.000	1.000	30.000000
1479.000	1.000	30.000000
1480.000	1.000	30.000000
1481.000	1.000	30.000000
1482.000	1.000	30.000000
1483.000	1.000	30.000000
1484.000	1.000	30.000000
1485.000	1.000	30.000000
1486.000	1.000	30.000000
1487.000	1.000	30.000000
1488.000	1.000	30.000000
1489.000	1.000	30.000000
1490.000	1.000	30.000000
1491.000	1.000	30.000000
1492.000	1.000	30.000000
1493.000	1.000	30.000000
1494.000	1.000	30.000000
1495.000	1.000	30.000000
1496.000	1.000	30.000000
1497.000	1.000	30.000000
1498.000	1.000	30.000000
1499.000	1.000	30.000000
1500.000	1.000	30.000000
1501.000	1.000	30.000000
1502.000	1.000	30.000000
1503.000	1.000	30.000000
1504.000	1.000	30.000000
1505.000	1.000	30.000000
1506.000	1.000	30.000000
1507.000	1.000	30.000000
1508.000	1.000	30.000000
1509.000	1.000	30.000000
1510.000	1.000	30.000000
1511.000	1.000	30.000000
1512.000	1.000	30.000000
1513.000	1.000	30.000000
1514.000	1.000	30.000000
1515.000	1.000	30.000000
1516.000	1.000	30.000000
1517.000	1.000	30.000000
1518.000	1.000	30.000000
1519.000	1.000	30.000000
1520.000	1.000	30.000000
1521.000	1.000	30.000000
1522.000	1.000	30.000000
1523.000	1.000	30.000000
1524.000	1.000	30.000000
1525.000	1.000	30.000000
1526.000	1.000	30.000000
1527.000	1.000	30.000000
1528.000	1.000	30.000000
1529.000	1.000	30.000000
1530.000	1.000	30.000000
1531.000	1.000	30.000000
1532.000	1.000	30.000000
1533.000	1.000	30.000000
1534.000	1.000	30.000000
1535.000	1.000	30.000000
1536.000	1.000	30.000000
1537.000	1.000	30.000000
1538.000	1.000	30.000000
1539.000	1.000	30.000000
1540.000	1.000	30.000000
1541.000	1.000	30.000000
1542.000	1.000	30.000000
1543.000	1.000	30.000000
1544.000	1.000	30.000000
1545.000	1.000	30.000000
1546.000	1.000	30.000000
1547.000	1.000	30.000000
1548.000	1.000	30.000000
1549.000	1.000	30.000000
1550.000	1.000	30.000000
1551.000	1.000	30.000000
1552.000	1.000	30.000000
1553.000	1.000	30.000000
1554.000	1.000	30.000000
1555.000	1.000	30.000000
1556.000	1.000	30.000000
1557.000	1.000	30.000000
1558.000	1.000	30.000000
1559.000	1.000	30.000000
1560.000	1.000	30.000000
1561.000	1.000	30.000000
1562.000	1.000	30.000000
1563.000	1.000	30.000000
1564.000	1.000	30.000000
1565.000	1.000	30.000000
1566.000	1.000	30.000000
1567.000	1.000	30.000000
1568.000	1.000	30.000000
1569.000	1.000	30.000000
1570.000	1.000	30.000000
1571.000	1.000	30.000000
1572.000	1.000	30.000000
1573.000	1.000	30.000000
1574.000	1.000	30.000000
1575.000	1.000	30.000000
1576.000	1.000	30.000000
1577.000	1.000	30.000000
1578.000	1.000	30.000000
1579.000	1.000	30.000000
1580.000	1.000	30.000000
1581.000	1.000	30.000000
1582.000	1.000	30.000000
1583.000	1.000	30.000000
1584.000	1.000	30.000000
1585.000	1.000	30.000000
1586.000	1.000	30.000000
1587.000	1.000	30.000000
1588.000	1.000	30.000000
1589.000	1.000	30.000000
1590.000	1.000	30.000000
1591.000	1.000	30.000000
1592.000	1.000	30.000000
1593.000	1.000	30.000000
1594.000	1.000	30.000000
1595.000	1.000	30.000000
1596.000	1.000	30.000000
1597.000	1.000	30.000000
1598.000	1.000	30.000000
1599.000	1.000	30.000000
1600.000	1.000	30.000000
1601.000	1.000	30.000000
1602.000	1.000	30.000000
1603.000	1.000	30.000000
1604.000	1.000	30.000000
1605.000	1.000	30.000000
1606.000	1.000	30.000000
1607.000	1.000	30.000000
1608.000	1.000	30.000000
1609.000	1.000	30.000000
1610.000	1.000	30.000000
1611.000	1.000	30.000000
1612.000	1.000	30.000000
1613.000	1.000	30.000000
1614.000	1.000	30.000000
1615.000	1.000	30.000000
1616.000	1.000	30.000000
1617.000	1.000	30.000000
1618.000	1.000	30.000000
1619.000	1.000	30.000000
1620.000	1.000	30.000000
1621.000	1.000	30.000000
1622.000	1.000	30.000000
1623.000	1.000	30.000000
1624.000	1.000	30.000000
1625.000	1.000	30.000000
1626.000	1.000	30.000000
1627.000	1.000	30.000000
1628.000	1.000	30.000000
1629.000	1.000	30.000000
1630.000	1.000	30.000000
1631.000	1.000	30.000000
1632.000	1.000	30.000000
1633.000	1.000	30.000000
1634.000	1.000	30.000000
1635.000	1.000	30.000000
1636.000	1.000	30.000000
1637.000	1.000	30.000000
1638.000	1.000	30.000000
1639.000	1.000	30.000000
1640.000	1.000	30.000000
1641.000	1.000	30.000000
1642.000	1.000	30.000000
1643.000	1.000	30.000000
1644.000	1.000	30.000000
1645.000	1.000	30.000000
1646.000	1.000	30.000000
1647.000	1.000	30.000000
1648.000	1.000	30.000000
1649.000	1.000	30.000000
1650.000	1.000	30.000000
1651.000	1.000	30.000000
1652.000	1.000	30.000000
1653.000	1.000	30.000000
1654.000	1.000	30.000000
1655.000	1.000	30.000000
1656.000	1.000	30.000000
1657.000	1.000	30.000000
1658.000	1.000	30.000000
1659.000	1.000	30.000000
1660.000	1.000	30.000000
1661.000	1.000	30.000000
1662.000	1.000	30.000000
1663.000	1.000	30.000000
1664.000	1.000	30.000000
1665.000	1.000	30.000000
1666.000	1.000	30.000000
1667.000	1.000	30.000000
1668.000	1.000	30.000000
1669.000	1.000	30.000000
1670.000	1.000	30.000000
1671.000	1.000	30.000000
1672.000	1.000	30.000000
1673.000	1.000	30.000000
1674.000	1.000	30.000000
1675.000	1.000	30.000000
1676.000	1.000	30.000000
1677.000	1.000	30.000000
1678.000	1.000	30.000000
1679.000	1.000	30.000000
1680.000	1.000	30.000000
1681.000	1.000	30.000000
1682.000	1.000	30.000000
1683.000	1.000	30.000000
1684.000	1.000	30.000000
1685.000	1.000	30.000000
1686.000	1.000	30.000000
